Stkcd	Accper	Typrep	Fn02301	Fn02302	Fn02303	Fn02304	Fn02305	Fn02308	Fn02309	Fn02306	Fn02307	Fnother
002023	2013-12-31	1	1	研发支出		32059704.8800	32059704.8800	32059704.8800			CNY	
002023	2013-12-31	1	1	合计		32059704.8800	32059704.8800	32059704.8800			CNY	本期开发支出占本期研究开发项目支出总额的比例100%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例0%。公司开发项目的说明，包括本期发生的单项价值在100万元以上且以评估值为入账依据的，应披露评估机构名称、评估方法。子公司天津海特飞机工程9，285.29平方米土地使用权（房地证津字第115011302956号）用于国家开发银行借款之抵押，该土地原值4，806，196.26元，账面价值为4，543，926.17元；子公司昆明飞安训练中心4，687.80平方米土地使用权（昆国用（2009）第00
002024	2016-12-31	1	1	软件开发	9063000.0000		6096000.0000		1744000.0000	2967000.0000	CNY	
002024	2016-12-31	1	1	合计	9063000.0000		6096000.0000		1744000.0000	2967000.0000	CNY	2016年度，本集团无新增软件开发支出（2015年度：无），约人民币174万元（2015年度：约人民币2，278万元）于当期确认为无形资产，约人民币297万元（2015年度：约人民币906万元）包含在开发支出的年末余额中。于2016年度，本集团软件开发支出系交由外部研发，无通过内部研发形成的无形资产（2015年度：无）。
002024	2015-12-31	1	1	软件开发	36023000.0000		26960000.0000		22778000.0000	9063000.0000	CNY	本年减少中包括其他4182。
002024	2015-12-31	1	1	合计	36023000.0000		26960000.0000		22778000.0000	9063000.0000	CNY	2015年度，本集团无新增软件开发支出（2014年度新增软件开发支出：约人民币7，300万元），约人民币2，278万元（2014年度：约人民币3，716万元）于当期确认为无形资产，约人民币906万元（2014年度：约人民币3，602万元）包含在开发支出的年末余额中。于2015年度，本集团软件开发支出系交由外部研发，无通过内部研发形成的无形资产（2014年度：无）。
002024	2014-12-31	1	1	软件开发	88424000.0000	73179000.0000	125580000.0000		125580000.0000	36023000.0000	CNY	
002024	2014-12-31	1	1	合计	88424000.0000	73179000.0000	125580000.0000		125580000.0000	36023000.0000	CNY	2014年度，本集团新增软件开发支出共计约人民币0.73亿元（2013年度：约人民币1.66亿元）；其中约人民币3，716万元（2013年度：约人民币7，731万元）于当期确认为无形资产，约人民币3，602万元（2013年度：约人民币8，842万元）包含在开发支出的年末余额中。2014年度软件开发支出占2014年度开发支出总额的比例为100%（2013年度：100%）。于2014年度及2013年度，本集团软件开发支出系交由外部研发，无通过内部研发形成的无形资产。
002024	2013-12-31	1	1	软件开发	42297000.0000	165730000.0000	119603000.0000		119603000.0000	88424000.0000	CNY	
002024	2013-12-31	1	1	合计	42297000.0000	165730000.0000	119603000.0000		119603000.0000	88424000.0000	CNY	2013年度，本集团新增软件开发支出共计约人民币1.66亿元（2012年度：约人民币1.15亿元）；其中约人民币7，731万元（2012年度：约人民币7，226万元）于当期确认为无形资产，约人民币8，842万元（2012年度：约人民币4，230万元）包含在开发支出的年末余额中。2013年度软件开发支出占2013年度开发支出总额的比例为100%（2012年度：100%）。于2013年度及2012年度，本集团软件开发支出系交由外部研发，无通过内部研发形成的无形资产。
002025	2016-12-31	1	1	研发项目		213702695.2800	213702695.2800				CNY	
002025	2016-12-31	1	1	合计		213702695.2800	213702695.2800				CNY	
002025	2015-12-31	1	1	新品技术开发		164686289.8600	164686289.8600	164686289.8600			CNY	
002025	2015-12-31	1	1	合计		164686289.8600	164686289.8600	164686289.8600			CNY	本期开发支出占本年研究开发项目支出总额的比例为100%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例为零。
002025	2014-12-31	1	1	新品技术开发		146270825.8900	146270825.8900	146270825.8900			CNY	
002025	2014-12-31	1	1	合计		146270825.8900	146270825.8900	146270825.8900			CNY	本期开发支出占本年研究开发项目支出总额的比例为100%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例为零。
002025	2013-12-31	1	1	新品技术开发		131305387.0100	131305387.0100	131305387.0100			CNY	
002025	2013-12-31	1	1	合计		131305387.0100	131305387.0100	131305387.0100			CNY	本期开发支出占本期研究开发项目支出总额的比例100%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例0%。公司开发项目的说明，包括本期发生的单项价值在100万元以上且以评估值为入账依据的，应披露评估机构名称、评估方法：无。
002029	2016-12-31	1	1	BI系统V2.0	456653.4100	486036.2200				942689.6300	CNY	
002029	2016-12-31	1	1	裁缝私人订制系统	1491648.6900		1491648.6900	1491648.6900			CNY	
002029	2016-12-31	1	1	二维码营销系统V1.0	97614.5700	674701.4800				772316.0500	CNY	
002029	2016-12-31	1	1	费用管理系统V2.0	703511.5500	202557.7900				906069.3400	CNY	
002029	2016-12-31	1	1	预算管理系统V2.0	857841.8700	2792.5300	860634.4000		860634.4000		CNY	
002029	2016-12-31	1	1	SCM供应链管理系统V3.0	406569.2000	723330.5900				1129899.7900	CNY	
002029	2016-12-31	1	1	主数据服务系统	1301423.9900	2792.5200	1304216.5100		1304216.5100		CNY	
002029	2016-12-31	1	1	SFA手机终端管理系统	1381681.6200	2792.5200	1384474.1400		1384474.1400		CNY	
002029	2016-12-31	1	1	移动店铺分析系统		1043811.1300				1043811.1300	CNY	
002029	2016-12-31	1	1	移动OA		1029807.1000				1029807.1000	CNY	
002029	2016-12-31	1	1	微信统一管理平台		922295.5100				922295.5100	CNY	
002029	2016-12-31	1	1	配补货系统		93697.9300				93697.9300	CNY	
002029	2016-12-31	1	1	合计	6696944.9000	5184615.3200	5040973.7400	1491648.6900	3549325.0500	6840586.4800	CNY	公司将项目在可研认为将来已基本具备可形成无形资产条件时作为资本化开始时点，并将该时点开始至项目获得相关批文或证书的与项目相关的支出予以资本化，计入开发支出项目。截至2016年12月31日，上述存在期末余额的开发项目仍处于开发或试运行阶段。
002029	2015-12-31	1	1	BI系统V2.0		456653.4100				456653.4100	CNY	
002029	2015-12-31	1	1	裁缝私人订制系统		1491648.6900				1491648.6900	CNY	
002029	2015-12-31	1	1	二维码营销系统V1.0		97614.5700				97614.5700	CNY	
002029	2015-12-31	1	1	费用管理系统V2.0		703511.5500				703511.5500	CNY	
002029	2015-12-31	1	1	预算管理系统V2.0		857841.8700				857841.8700	CNY	
002029	2015-12-31	1	1	SCM供应链管理系统V2.0	1252449.9800	900.0000	1253349.9800		1253349.9800		CNY	
002029	2015-12-31	1	1	SCM供应链管理系统V3.0		406569.2000				406569.2000	CNY	
002029	2015-12-31	1	1	订货会系统（PC版）	1127686.3000	900.0000	1128586.3000		1128586.3000		CNY	
002029	2015-12-31	1	1	订货会系统（安卓版）	414584.2900	431422.0300	846006.3200		846006.3200		CNY	
002029	2015-12-31	1	1	七匹狼官方商城	877955.6100	23933.5600	901889.1700		901889.1700		CNY	
002029	2015-12-31	1	1	主数据服务系统	674578.6500	626845.3400				1301423.9900	CNY	
002029	2015-12-31	1	1	SFA手机终端管理系统	234037.1500	1147644.4700				1381681.6200	CNY	
002029	2015-12-31	1	1	合计	4581291.9800	6245484.6900	4129831.7700		4129831.7700	6696944.9000	CNY	公司将项目在可研认为将来已基本具备可形成无形资产条件时作为资本化开始时点，并将该时点开始至项目获得相关批文或证书的与项目相关的支出予以资本化，计入开发支出项目。截至2015年12月31日，上述开发项目仍在开发或试运行阶段。
002029	2014-12-31	1	1	SCM供应链管理系统V1.0	1381944.6300	453798.6300	1835743.2600		1835743.2600		CNY	
002029	2014-12-31	1	1	MBF移动订货会系统[简称：MBF]V1.0	1027608.0900	200602.6900	1228210.7800		1228210.7800		CNY	
002029	2014-12-31	1	1	二维码精准互动营销系统	889760.5300	169151.5100	1058912.0400	1058912.0400			CNY	
002029	2014-12-31	1	1	移动APP BI系统V1.0	840426.2500	154314.7700	994741.0200		994741.0200		CNY	
002029	2014-12-31	1	1	七匹狼物流管理系统V1.0		1110419.3600	1110419.3600		1110419.3600		CNY	
002029	2014-12-31	1	1	七匹狼绩效考核管理系统V1.0		1031286.2800	1031286.2800		1031286.2800		CNY	
002029	2014-12-31	1	1	SCM供应链管理系统V2.0		1252449.9800				1252449.9800	CNY	
002029	2014-12-31	1	1	订货会系统（PC版）		1127686.3000				1127686.3000	CNY	
002029	2014-12-31	1	1	订货会系统（安卓版）		414584.2900				414584.2900	CNY	
002029	2014-12-31	1	1	七匹狼官方商城		877955.6100				877955.6100	CNY	
002029	2014-12-31	1	1	主数据服务系统		674578.6500				674578.6500	CNY	
002029	2014-12-31	1	1	SFA手机终端管理系统		234037.1500				234037.1500	CNY	
002029	2014-12-31	1	1	七匹狼项目执行管理系统V1.0		2000.0000	2000.0000		2000.0000		CNY	
002029	2014-12-31	1	1	七匹狼SW商务管理系统V1.0		2000.0000	2000.0000		2000.0000		CNY	
002029	2014-12-31	1	1	七匹狼订单管理软件V1.0		2000.0000	2000.0000		2000.0000		CNY	
002029	2014-12-31	1	1	七匹狼成衣唯一码管理软件V11.0		2000.0000	2000.0000		2000.0000		CNY	
002029	2014-12-31	1	1	七匹狼生产工艺单管理软件V1.0		2000.0000	2000.0000		2000.0000		CNY	
002029	2014-12-31	1	1	七匹狼跟单管理软件V1.0		2000.0000	2000.0000		2000.0000		CNY	
002029	2014-12-31	1	1	合计	4139739.5000	7712865.2200	7271312.7400	1058912.0400	6212400.7000	4581291.9800	CNY	公司将项目在可研认为将来已基本具备可形成无形资产条件时作为资本化开始时点，并将该时点开始至项目获得相关批文或证书的与项目相关的支出予以资本化，计入开发支出项目。截至2014年12月31日，上述开发项目仍在开发或试运行阶段。
002029	2013-12-31	1	1	移动APPBI系统		840426.2500				840426.2500	CNY	
002029	2013-12-31	1	1	SCM供应链管理系统		1381944.6300				1381944.6300	CNY	
002029	2013-12-31	1	1	二维码精准互动营销系统		889760.5300				889760.5300	CNY	
002029	2013-12-31	1	1	七匹狼ICRM会员管理系统软件		634761.4300	634761.4300	634761.4300			CNY	
002029	2013-12-31	1	1	七匹狼SW商务管理系统		876048.0500	876048.0500	876048.0500			CNY	
002029	2013-12-31	1	1	七匹狼成衣唯一码管理软件		1571518.8400	1571518.8400	1571518.8400			CNY	
002029	2013-12-31	1	1	七匹狼订单管理软件		889431.7500	889431.7500	889431.7500			CNY	
002029	2013-12-31	1	1	七匹狼费用管理软件		554466.8700	554466.8700	554466.8700			CNY	
002029	2013-12-31	1	1	七匹狼跟单管理软件		796456.3700	796456.3700	796456.3700			CNY	
002029	2013-12-31	1	1	七匹狼生产工艺单管理		932019.8200	932019.8200	932019.8200			CNY	
002029	2013-12-31	1	1	七匹狼项目执行管理系统		1022274.9500	1022274.9500	1022274.9500			CNY	
002029	2013-12-31	1	1	七匹狼移动订货会系统		1027608.0900				1027608.0900	CNY	
002029	2013-12-31	1	1	七匹狼预算管理软件		558877.2900	558877.2900	558877.2900			CNY	
002029	2013-12-31	1	1	CRM客户关系管理系统	1230189.4700	5759.5800	1235949.0500	1235949.0500			CNY	
002029	2013-12-31	1	1	SMS门店管理系统	1173822.5500	3751.5800	1177574.1300	1177574.1300			CNY	
002029	2013-12-31	1	1	电子商务运营管理系统	1112828.2500	-13152.0000	1099676.2500	1099676.2500			CNY	
002029	2013-12-31	1	1	合计	3516840.2700	11971954.0300	11349054.8000	11349054.8000		4139739.5000	CNY	本期开发支出占本期研究开发项目支出总额的比例100%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例19.54%。
002030	2016-12-31	1	1	达安健康新一代检验及全科平台建设项目	13107673.8800	4571314.6100				17678988.4900	CNY	
002030	2016-12-31	1	1	达安健康康源系统建设_V3.0		7829518.5300				7829518.5300	CNY	
002030	2016-12-31	1	1	云康APP开发项目		6730485.0100				6730485.0100	CNY	
002030	2016-12-31	1	1	十二分类尿沉渣分析仪项目	6506485.1900					6506485.1900	CNY	
002030	2016-12-31	1	1	寨卡病毒核酸检测试剂盒（PCR-荧光探针法）		4894547.5300	1139515.0000	1139515.0000		3755032.5300	CNY	
002030	2016-12-31	1	1	基层远程医学及健康信息服务应用示范		3503000.0000				3503000.0000	CNY	
002030	2016-12-31	1	1	甲型流感病毒核酸检测试剂盒（PCR-荧光探针法）	2799981.8300					2799981.8300	CNY	
002030	2016-12-31	1	1	乙型流感病毒核酸检测试剂盒（PCR-荧光探针法）	2799246.1700					2799246.1700	CNY	
002030	2016-12-31	1	1	基因检测技术科研合作项目		2685538.0000				2685538.0000	CNY	
002030	2016-12-31	1	1	质检平台项目技术开发		3304157.7000	770706.6200	770706.6200		2533451.0800	CNY	
002030	2016-12-31	1	1	其他	56970935.2800	117759276.9900	84831243.4900	80700460.3500	4130783.1400	89898968.7800	CNY	
002030	2016-12-31	1	1	合计	82184322.3500	151277838.3700	86741465.1100	82610681.9700	4130783.1400	146720695.6100	CNY	本期开发支出占本期研究开发项目支出总额的比例45.39%。
002030	2015-12-31	1	1	达安健康新一代检验及全科平台建设项目	1509993.2700	11597680.6100				13107673.8800	CNY	
002030	2015-12-31	1	1	十二分类尿沉渣分析仪项目	6506485.1900					6506485.1900	CNY	
002030	2015-12-31	1	1	甲型流感病毒核酸检测试剂盒（PCR-荧光探针法）	2799981.8300					2799981.8300	CNY	
002030	2015-12-31	1	1	乙型流感病毒核酸检测试剂盒（PCR-荧光探针法）	2799246.1700					2799246.1700	CNY	
002030	2015-12-31	1	1	电化学检测芯片	2012570.1900					2012570.1900	CNY	
002030	2015-12-31	1	1	埃可病毒30型核酸检测试剂盒（PCR-荧光探针法）		1812570.6000				1812570.6000	CNY	
002030	2015-12-31	1	1	中东呼吸综合征冠状病毒核酸检测试剂盒（PCR-荧光探针法）		3187101.6600	1374531.0600	1374531.0600		1812570.6000	CNY	
002030	2015-12-31	1	1	匹伐他仃原料药及制剂工艺11项化学药	1700000.0000					1700000.0000	CNY	
002030	2015-12-31	1	1	α/β-地中海贫血检测试剂盒（高通量基因测序法）DA8600增项		2019422.3100	613013.9500	613013.9500		1406408.3600	CNY	
002030	2015-12-31	1	1	柯萨奇病毒A6型核酸检测试剂盒（PCR-荧光探针法）		1091247.7700				1091247.7700	CNY	
002030	2015-12-31	1	1	其他	42462732.2300	93945123.2700	89272287.7200	71891370.2000	17380917.5200	47135567.7800	CNY	
002030	2015-12-31	1	1	合计	59791008.8800	113653146.2100	91259832.7400	73878915.2200	17380917.5200	82184322.3500	CNY	本期开发支出占本期研究开发项目支出总额的比例35.00%。
002030	2014-12-31	1	1	十二分类尿沉渣分析仪项目	6506485.1900	1076225.5800	1076225.5800	1076225.5800		6506485.1900	CNY	
002030	2014-12-31	1	1	达安健康康源系统二期建设		3040000.0000				3040000.0000	CNY	
002030	2014-12-31	1	1	甲型流感病毒核酸检测试剂盒（PCR-荧光探针法）	25155.3100	2774826.5200				2799981.8300	CNY	
002030	2014-12-31	1	1	乙型流感病毒核酸检测试剂盒（PCR-荧光探针法）	24419.6500	2774826.5200				2799246.1700	CNY	
002030	2014-12-31	1	1	达安健康新一代检验及全科平台建设项目		2509993.2700				2509993.2700	CNY	
002030	2014-12-31	1	1	电化学检测芯片	2012570.1900					2012570.1900	CNY	
002030	2014-12-31	1	1	匹伐他仃原料药及制剂工艺11项化学药	1700000.0000					1700000.0000	CNY	
002030	2014-12-31	1	1	结核分枝杆菌异烟肼耐药基因检测试剂盒（PCR-测序法）		2139084.2900	832593.3900	832593.3900		1306490.9000	CNY	
002030	2014-12-31	1	1	EGFR基因突变检测试剂盒（测序法）		2125298.3000	832590.3900	832590.3900		1292707.9100	CNY	
002030	2014-12-31	1	1	KRAS基因突变检测试剂盒（测序法）		2100532.2300	832591.3900	832591.3900		1267940.8400	CNY	
002030	2014-12-31	1	1	其他	27754512.8200	91850802.6700	85049722.9100	66758819.0700	18290903.8400	34555592.5800	CNY	
002030	2014-12-31	1	1	合计	38023143.1600	110391589.3800	88623723.6600	70332819.8200	18290903.8400	59791008.8800	CNY	本期开发支出占本期研究开发项目支出总额的比例36.29%。
002030	2013-12-31	1	1	研究支出		53513018.9400	53513018.9400	53513018.9400			CNY	
002030	2013-12-31	1	1	开发支出	20897241.9700	19288489.7600	2162588.5700		2162588.5700	38023143.1600	CNY	
002030	2013-12-31	1	1	合计	20897241.9700	72801508.7000	55675607.5100	53513018.9400	2162588.5700	38023143.1600	CNY	本期开发支出占本期研究开发项目支出总额的比例26.49%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例42.65%。公司开发项目的说明：报告期未发生单项价值在100万元以上且以评估值为入账依据的开发项目。
002031	2016-12-31	1	1	研发项目39项		39506090.4900	39264032.3100			242058.1800	CNY	
002031	2016-12-31	1	1	合计		39506090.4900	39264032.3100			242058.1800	CNY	本年费用化的开发支出占本年研究开发项目支出总额的比例为99.39%。通过公司内部研发形成的无形资产占无形资产年末账面价值的比例0.00%。
002031	2015-12-31	1	1	研发项目27项		36171217.5700	36171217.5700	36171217.5700			CNY	
002031	2015-12-31	1	1	合计		36171217.5700	36171217.5700	36171217.5700			CNY	本年开发支出占本年研究开发项目支出总额的比例为100%。通过公司内部研发形成的无形资产占无形资产年末账面价值的比例0.00%。
002031	2014-12-31	1	1	研发项目26项		36042258.8700	36042258.8700	36042258.8700			CNY	
002031	2014-12-31	1	1	合计		36042258.8700	36042258.8700	36042258.8700			CNY	本年开发支出占本年研究开发项目支出总额的比例为100%。通过公司内部研发形成的无形资产占无形资产年末账面价值的比例0.00%。
002031	2013-12-31	1	1	研发项目25项		33797947.4700	33797947.4700	33797947.4700			CNY	
002031	2013-12-31	1	1	合计		33797947.4700	33797947.4700	33797947.4700			CNY	本期开发支出占本期研究开发项目支出总额的比例100%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例0%。公司开发项目的说明，包括本期发生的单项价值在100万元以上且以评估值为入账依据的，应披露评估机构名称、评估方法。
002037	2016-12-31	1	1	硝酸肼镍起爆药自动生产线研发		446837.5600				446837.5600	CNY	
002037	2016-12-31	1	1	电子雷管自动生产线项目		120720.0000				120720.0000	CNY	
002037	2016-12-31	1	1	低成本高强度导爆管开发		42210.0000				42210.0000	CNY	
002037	2016-12-31	1	1	自动卡腰机研发		77961.7400				77961.7400	CNY	
002037	2016-12-31	1	1	导爆管自动加料装置改进	32126.9200	7528.5100				39655.4300	CNY	
002037	2016-12-31	1	1	雷管自动装配线研究		1419916.6700				1419916.6700	CNY	
002037	2016-12-31	1	1	混药机装药机研制		274530.1900				274530.1900	CNY	
002037	2016-12-31	1	1	管理信息系统	871250.4000	225516.1400				1096766.5400	CNY	其中本期增加包括：其他225，516.14。
002037	2016-12-31	1	1	爆破一体化数据建设		90566.0400				90566.0400	CNY	其中本期增加包括：其他90，566.04。
002037	2016-12-31	1	1	合计	903377.3200	2705786.8500				3609164.1700	CNY	
002037	2015-12-31	1	1	电子雷管生产线项目	1722102.0800	44242.2000	1766344.2800				CNY	
002037	2015-12-31	1	1	电子雷管物联网研制	286627.3500	180093.7000	466721.0500		466721.0500		CNY	
002037	2015-12-31	1	1	硝酸肼镍起爆药自动生产线研发	3143810.3000	327600.1600	3471410.4600				CNY	
002037	2015-12-31	1	1	自动卡腰机研发		21360.4000	21360.4000		21360.4000		CNY	
002037	2015-12-31	1	1	延期体新材料研究	74379.3500	19682.5400	94061.8900	94061.8900			CNY	
002037	2015-12-31	1	1	新型高强度导爆管及生产装备	44391.5300		44391.5300		44391.5300		CNY	
002037	2015-12-31	1	1	电子雷管推广应用研究	1653131.4000	83196.1500	1736327.5500	83196.1500	1653131.4000		CNY	
002037	2015-12-31	1	1	新标准雷管工艺研究	96853.9700		96853.9700	96853.9700			CNY	
002037	2015-12-31	1	1	低成本高强度导爆管研发	686200.7000	2213.6700	688414.3700		688414.3700		CNY	
002037	2015-12-31	1	1	液态硝酸铵应用工艺研究	3330.0000		3330.0000	3330.0000			CNY	
002037	2015-12-31	1	1	无起爆药自动加料装置改进	10408.0000		10408.0000	10408.0000			CNY	
002037	2015-12-31	1	1	导爆管自动装配线研究	10936.9200	21190.0000				32126.9200	CNY	
002037	2015-12-31	1	1	雷管自动装配线研究	1950.0000	107017.3600	108967.3600		108967.3600		CNY	
002037	2015-12-31	1	1	应用北斗星数据接受	1357781.0000		1357781.0000		1357781.0000		CNY	
002037	2015-12-31	1	1	信息管理系统		871250.4000				871250.4000	CNY	
002037	2015-12-31	1	1	合计	9091902.6000	1677846.5800	9866371.8600	287850.0100	4340767.1100	903377.3200	CNY	
002037	2014-12-31	1	1	电子雷管生产线项目	1392209.2700	329892.8100				1722102.0800	CNY	
002037	2014-12-31	1	1	电子雷管物联网研制		286627.3500				286627.3500	CNY	
002037	2014-12-31	1	1	物联网一体化项目	3058168.1800	59829.0600	3117997.2400		3117997.2400		CNY	
002037	2014-12-31	1	1	硝酸肼镍起爆药自动生产线研发	1827860.0300	1315950.2700				3143810.3000	CNY	
002037	2014-12-31	1	1	自动卡腰机研发	168119.6600		168119.6600	168119.6600			CNY	
002037	2014-12-31	1	1	延期体新材料研究	73299.3500	1080.0000				74379.3500	CNY	
002037	2014-12-31	1	1	新型高强度导爆管及生产装备开发	44391.5300					44391.5300	CNY	
002037	2014-12-31	1	1	电子雷管推广应用研究	1614634.4000	38497.0000				1653131.4000	CNY	
002037	2014-12-31	1	1	新标准雷管工艺研究	96853.9700					96853.9700	CNY	
002037	2014-12-31	1	1	低成本高强度导爆管研发	686200.7000					686200.7000	CNY	
002037	2014-12-31	1	1	液态硝酸铵应用工艺研究	3330.0000					3330.0000	CNY	
002037	2014-12-31	1	1	无起爆药雷管研发	10408.0000					10408.0000	CNY	
002037	2014-12-31	1	1	导爆管自动加料装置改进	8372.8200	2564.1000				10936.9200	CNY	
002037	2014-12-31	1	1	雷管自动装配线研究	1650.0000	300.0000				1950.0000	CNY	
002037	2014-12-31	1	1	应用北斗卫星数据接受处理系统研发		1357781.0000				1357781.0000	CNY	
002037	2014-12-31	1	1	合计	8985497.9100	3392521.5900	3286116.9000	168119.6600	3117997.2400	9091902.6000	CNY	
002037	2013-12-31	1	1	电子雷管生产线项目	706682.5900	685526.6800				1392209.2700	CNY	
002037	2013-12-31	1	1	物联网一体化项目	2734911.6000	323256.5800				3058168.1800	CNY	
002037	2013-12-31	1	1	硝酸肼镍起爆药自动生产线研发	258080.9300	1569779.1000				1827860.0300	CNY	
002037	2013-12-31	1	1	延期体新材料研究	35431.1200	37868.2300				73299.3500	CNY	
002037	2013-12-31	1	1	电子雷管推广应用研究	1412176.8100	202457.5900				1614634.4000	CNY	
002037	2013-12-31	1	1	新标准雷管工艺研究	96853.9700					96853.9700	CNY	
002037	2013-12-31	1	1	低成本高强度导爆管研发	686200.7000					686200.7000	CNY	
002037	2013-12-31	1	1	零星研发项目	234622.0100	1650.0000				236272.0100	CNY	
002037	2013-12-31	1	1	合计	6164959.7300	2820538.1800				8985497.9100	CNY	本期开发支出占本期研究开发项目支出总额的比例。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例。公司开发项目的说明，包括本期发生的单项价值在100万元以上且以评估值为入账依据的，应披露评估机构名称、评估方法。
002038	2016-12-31	1	1	药品研发支出	133258868.9500	102041062.0800	82063298.3700	55019775.3700	27043523.0000	153236632.6600	CNY	
002038	2016-12-31	1	1	合计	133258868.9500	102041062.0800	82063298.3700	55019775.3700	27043523.0000	153236632.6600	CNY	
002038	2015-12-31	1	1	药品研发支出	120328325.2800	105487960.6300	92557416.9600	92557416.9600		133258868.9500	CNY	
002038	2015-12-31	1	1	合计	120328325.2800	105487960.6300	92557416.9600	92557416.9600		133258868.9500	CNY	
002038	2014-12-31	1	1	药品研发支出	108296249.3200	76643311.1600	64611235.2000	58787246.7500	5823988.4500	120328325.2800	CNY	
002038	2014-12-31	1	1	合计	108296249.3200	76643311.1600	64611235.2000	58787246.7500	5823988.4500	120328325.2800	CNY	
002038	2013-12-31	1	1	药品研发支出	76917121.1600	119768089.5900	88388961.4300	88388961.4300		108296249.3200	CNY	
002038	2013-12-31	1	1	合计	76917121.1600	119768089.5900	88388961.4300	88388961.4300		108296249.3200	CNY	本期开发支出占本期研究开发项目支出总额的比例26.2%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例16.06%。
002041	2016-12-31	1	1	玉米新品种	1629100.0000	46517139.2200	44673529.2200	42507129.2200	2166400.0000	3472710.0000	CNY	
002041	2016-12-31	1	1	蔬菜新品种		1239397.0200	1239397.0200	1239397.0200			CNY	
002041	2016-12-31	1	1	合计	1629100.0000	47756536.2400	45912926.2400	43746526.2400	2166400.0000	3472710.0000	CNY	
002041	2015-12-31	1	1	玉米新品种	532140.0000	35794453.2900	34697493.2900	34009413.2900	688080.0000	1629100.0000	CNY	
002041	2015-12-31	1	1	蔬菜新品种		1590078.8000	1590078.8000	1590078.8000			CNY	
002041	2015-12-31	1	1	合计	532140.0000	37384532.0900	36287572.0900	35599492.0900	688080.0000	1629100.0000	CNY	
002041	2014-12-31	1	1	玉米新品种	160850.0000	36140328.5300	35769038.5300	35769038.5300		532140.0000	CNY	
002041	2014-12-31	1	1	蔬菜新品种		3213159.7700	3213159.7700	3213159.7700			CNY	
002041	2014-12-31	1	1	合计	160850.0000	39353488.3000	38982198.3000	38982198.3000		532140.0000	CNY	
002041	2013-12-31	1	1	玉米新品种	168430.0000	285600.0000	293180.0000		293180.0000	160850.0000	CNY	
002041	2013-12-31	1	1	合计	168430.0000	285600.0000	293180.0000		293180.0000	160850.0000	CNY	本期开发支出占本期研究开发项目支出总额的比例0.86%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例0.64%。公司开发项目的说明，包括本期发生的单项价值在100万元以上且以评估值为入账依据的，应披露评估机构名称、评估方法：无。
002045	2016-12-31	1	1	锂电池材料项目	2568452.0000	825636.0000	3394088.0000		3054465.0000		CNY	其中本期减少包括：其他减少339623.00。
002045	2016-12-31	1	1	合计	2568452.0000	825636.0000	3394088.0000		3054465.0000		CNY	2016年度，公司研究开发支出共计152,457,347元(2015年度：128,658,888元)：其中151,631,711元(2015年度：127,994,859元)于当年计入损益，825,636元(2015年度：664,029元)计入资本化开发支出。于2016年12月31日，通过公司内部研发形成的无形资产占无形资产账面价值的比例为1.5%(2015年度：0.3%)。锂电池材料项目的资本化开始时点为进入项目开发阶段，于2016年12月31日的研发进度为100%(2015年：85%)，确认为无形资产。
002045	2015-12-31	1	1	锂电池材料项目 	2708673.0000	664029.0000	804250.0000		804250.0000	2568452.0000	CNY	
002045	2015-12-31	1	1	合计 	2708673.0000	664029.0000	804250.0000		804250.0000	2568452.0000	CNY	2015年度，本集团研究开发支出共计128,658,888元(2014年度：105,533,043元)：其中127,994,859元(2014年度：102,824,370元)于当年计入损益，664,029元(2014年度：2,708,673元)包含在开发支出的年末余额中。于2015年12月31日，通过本集团内部研发形成的无形资产占无形资产账面价值的比例为0.3%(2014年度：0.2%)。锂电池材料项目的资本化开始时点为进入项目开发阶段，于2015年12月31日的研发进度为85%(2014年：70%)。
002045	2014-12-31	1	1	锂电池材料项目		2708673.0000				2708673.0000	CNY	
002045	2014-12-31	1	1	合计		2708673.0000				2708673.0000	CNY	2014年度，本集团研究开发支出共计105，533，043元（2013年度：89，589，100元）：其中102，824，370元（2013年度：89，589，100元）于当期计入损益，2，708，673元（2013年度：无）包含在开发成本的年末余额中。2014年度开发支出占2014年度研究开发支出总额的比例为3%（2013年度：0%）。于2014年12月31日，通过本集团内部研发形成的无形资产占无形资产账面价值的比例为0.2%。（2013年度：0.4%）。锂电池材料项目的资本化开始时点为进入项目开发阶段
002049	2016-12-31	1	1	动态可重构可编程逻辑器件技术	2358490.5700	4245283.0300				6603773.6000	CNY	
002049	2016-12-31	1	1	特种集成电路研发项目	179194062.3800	166654574.3400	80176211.0300	75655837.9800		265672425.6900	CNY	其中本期增加包括：内部开发支出165，939，574.34，其他增加715，000.00。本期减少包括：其他减少4,520,373.05。
